tweet,label
@SkydiveGuy You want to buy me a Kindle 2 and an xbox arcade console...  You know you do.  ,4
"On the air until 8am on Majic100!  But scary news, just found out my girl's friend got beat up tonight.  I sure hope he's okay  ",0
hi sshatfield ! I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers,4
"@rhifreakx yes yes!  btw, when r u at the airport on friday? My plane's like at 5:00",4
Longing for yesterday ,0
"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",4
is doing tandem with marina...spanish-german ,4
"@valentiinaa http://twitpic.com/3ktfr - YOU ARE GOING TO TEACH ME HOW TO PLAY GUITAR!!! Love you Valen, and Miss you ",0
"Stressing, everytime speedy tries to make it right he makes it worst ",0
"my cat is pregnant, again. i wish i could keep pets ",0
my phone keeps glowing and I keep think I have a text but it's only to saw low battery ,0
Using a round foot rest as a step stool isn't the smartest idea... Owww ,0
Whoa. Danger Radio called me back...stupid me didn't have my phone with me. No talk.  I got a voicemail though. Yay! ,0
I passed my written  Yay,4
&quot;It's a big ass table. Take that Apple&quot; http://jdem.cz/a9367 ,4
@samjmoody thankss Sam! I thought he was younger than 13 when he started...  xx,4
"@BabyMakinMachin LOL, yes it does! Iz that ur hubby? U 2 R gonna makes some v. v. cute babies! ",4
@CHRISDJMOYLES Hi Chris! Ru gonna drop in on Bletchley Park nr MK?I'm sure they wud luv 2 c u  #bpark,4
Sooo @maitababy and I are gonna drink our asses off tonight.. Lol we both wish we were @ vegas LOL! ,4
"uber boreddd, i need some coke @ddlovato + i never knew that, learn something new everyday. ",4
At ''school'' gonna be a long ass day ,0
"as details slowly emerge, it seems the HU gvt did not understand what it was saying ",4
T___T need more sleep but my body wont let me  so i will draw instead  &lt;3,0
@paulhuse ouch ,4
@nicolerichie that is a very sad movie ,0
"@xjoannnx dude should i stop wearing hoodies? &amp; poorr animals get totured,i don't like it. ",0
@radiojoe yeah i was happy with the season. Too bad it looks like it might be canceled.  Hopefully not.,0
the car has to saty with dr Toyota overnight..... ,0
today's renewed wedding invitation  http://www.etsy.com/view_listing.php?listing_id=22894683,4
@MissShy77 Turn your mind to me.  Apparently I'm loveable. Just ask the lesbian that just met me.,4
I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing ,0
@PocketPattz *hands the hoodie back*  thanks for letting me use it!  I feel so much better ,4
@grex78 I hope your day gets better ,4
@zhuhe 3ks  ,4
"rt @abisignorelli #f1 oh no, felipe baby ",0
likes Chilly mornings ,4
@torooji Thankees! Hope you got over your bug too. ,4
@caitlinaudrey aw she sounds so cute! ,4
Why is the net so slow today. So many sites are not opening ,0
new to tweetar ,4
"is mentally preparing for tomorrow  If anyone can help me find something good closer to home, it would be appreciated!",0
ughhh.. i gotta go to work soon ,0
no fall out boy tomorrow ,0
"@Malunis yea, it is getting annoying. ",0
@brianangelday26 YOU HAVE NO IDEA!!!  Thatz what I'm goin thru NOW,0
Still having problems with the iPod   Disk is storing data out of order &amp; I keep getting a disk error...my entire life in music...,0
home alone....just me and the pup.....lonely ,0
gd mornin world. i hav a cold.. my throat is burnin! ,0
man so board. Im going to play guitar hero. ,4
@AdultCreation I did send your the toon. but I do sleep ya know ,4
"Taking hubby 2 doc as soon as they can get him in, sumthin's in his neck disks where he had surgery 2 yrs ago ",0
Watching the New Edition: If It Isn't Love video on YouTube...Why did I think the manager in the beginning was Jamie Foxx? ,4
Aw man. My hands are bleeding for too much cleaning. ,0
"@HallyMk1 Yes, you do need a pint in your hand if you are attempting an RL-SL event. Good point. ",4
http://twitpic.com/2y867 - I miss thiss ,0
 @ canaveral national  seashore,4
@Meekymadness Come to macq with me. I'm catching the 10 to train ,4
@Kjonge GEFELICIDINGEST!!! ,4
&quot;Carnations? haha what a douche bag!&quot; lmfao 17 again was amazing! 6 thumbs up  i love Zac and Sterling&lt;3 i wanna go watch it again!,4
@lili_marlene Ohh that sux ,0
"Feeling a little better, but sound a whole lot worse.     I wonder what this is?  Is there a doctor in the audience?!",0
we're late leaving for wilmington  but its gorgeous outside and realllyyy chilly in south carolina,0
"to quote lil wayne, &quot;i feel like dying&quot;... illlnesssssssss yucky.  good thing my mommy will come take care of me. ",4
@Willie_Day26 - Hate to sound greedy...but what we gonna get if we do that? ,4
goodnight all...workin late tomorrow then movin the next four days!! so blessed to have amazing people in my life...missin my sweets ,0
@kingsthings Welcome to twitterverse. Hope you enjoy sharing little bits of you as much as the rest of us do. ,4
"@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again ",0
morning tweetlings! ,4
still sick and so it Steve ,0
@DHughesy Unfortunately I wouldn't pass the colouring in section to get on the show ,0
"I got bored so I slept, now I'm a little sad. ",0
@bccf I have time next week...dm me some options. ,4
Going to go pass out now Cailyn is actually sleeping in her own bed so I have to sleep all alone ,0
"cause i know the place where the sun is always shinning. and i won't forget the face, the one who's gonna keep me smiling ",4
@hannah_nguyen when did u get back babe? should have celled me  miss u babe &lt;3,0
Reading the book &quot;Marley and me&quot; and then work from school.. ,4
"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... ",0
all my friends are in colorado or moving back to colorado!   You all should come to TENNESSEE!!!  and live here!,0
"@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! ",4
my football(soccer) team lost 2-0 need to win remaining games to stay up ,0
@Justthatgirl101 ooh.  A buckle tai!  Hope you get it done so we can see it.  ,4
@JoeMonco You are distracting me from my project!  Only a few more days till I can write and you tease me so!  ,0
@kerenza yeah I guess it had to happen some time ,4
@befuddle ull get used to it and u will even think its too small..ive got 46 inch for a while and cant stop thinking to buy a bigger one ,4
Straightening my hair. have to go to orthodontist. ,0
@lolajay06 haha whattt!! i was trying to tell you to just come over thenn buttt clearly thats not what happened... ,0
"@oyinhandmade Please.. loved the idea of the black soap, but my pump wouldn't work  let me know when the new improved version is out!!",0
Played COD:WAW and Halo3 after gym. Got ass handed in Halo; 25-9. ,0
"@UrfavoriteBarbi what's good with u this morning. laundry day for me  when i get more doe, i'm droppin everything at the cleaners.",0
"But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam ",0
"@taylorswift13 it's about prom time again, isn't it? ahhh I miss it.  I should go and try dresses on haha.",0
@ramdomthoughts ouch that was so close! you'll ace it next time ,4
Should really go to bed now... but I'm hungry. I don't think I have any good quick snacks though ,0
"@rahnocerous tired. yr 12 is killing me, albeit slowly. 2 days left and im on 2 week break though ",4
Shark soup?! Manning's joke really sucked. Morales is expecting Shark soup now.  #FifthSummit,0
@Daily_Pinch ~the &quot;Unpaid &quot; Domestic Goddess  ,4
@benshephard Hi Ben.  Just been instructed by Andi to say hello ;) ,4
@stephenkruiser I am so sorry to hear that!  Take care!,0
Starting to wake up...going to the fashion mall today ,4
"So I've apparently lost my Flash Drive, which I really need. Any suggestions on where to look? ",0
Shopping today! ,4
@destinyjoyful DEEsSSS I texted you and now I am about to go to bed  check your texts I tried to call too! I'll talk to you tom,0
About to hit the sack after another long productive day - French Red Wine Direct will be going live soon  Zzzzzz,4
didn't get to see the Mavs tonight     but glad they won ,0
"@yobeeone Lots done yesterday, but NEVER got out!   Leaving computer now to make sure today is not the same! ANOHTER nice day here in NY!",0
"I'm sad I missed Thunder this year  ... thanks to homework and reading ... but hey, the big D (as in derby) is what it's ALL about !!!",0
@heidimontag The Hills episodes were so sad   PS. LOVE your name,0
I'm sat in the Apollo Victoria. Wicked number five. ,4
...i need tea. then i think ill take a walk and or run. yey for healthy day ,4
@robbyhno http://tinyurl.com/d96txo - Champions League ï¿½25 free bet ,4
"so i may have accidentally killed an armadillo last night, then ran over it again on the way back!!!   RIP poor thing.",0
Uhg I supposed to be typing a bibliography.....but I have other plans ,4
@KayKay89 i guess everyone went out 2nite ,0
"Bless, this woman has been here for 2hours waiting for her son to come and pick her up  Awwwwwww, i hope he arrives soon !!",0
had dinner at Chili's with my man ,4
@taracraig Word. I am making another cup now. I wish I had a latte though ,0
"off to bed, had a long day but good overall. Night ",4
"@lejeune Ahh, it's okay, we still got Ed Davis.  It's hard for me to feel rancor right now, haha",4
"Damn stiff neck, day 2 ",0
will go out.  http://plurk.com/p/n13ou,4
having a nice lazy do-nothing day! and i am loving it! ,4
@ChrisCarnall you are too kind &amp; very encouraging...actually rather depressing seeing how little impact lots of hard work actually had ,0
Sick  I think I have a fever now. I had to turn down Blazer playoff tickets. I have seen better days.,0
The plumber is late.  Very late. Not surprised...and I have to pee. ,0
"@Fiona_Fierce I'm cooling boo, bout to rest my head. Gotta get up early! How did B look? I'm jealous ",0
"the good news is, they sell sun drop in wilmington and it tastes like 6th grade summer. delicious. oh, i love monique and colton ",4
New lost ep is awesome. Don't wanna stop watching and get back to work ,0
to tell you something? hmm ,0
"Jasmine Tea, New iPod, Girls Next Door, Anchorman, dinner in the oven, clean teeth, puppy asleep next to me, the weekend. Oh so good! ",4
@alesa13  good morning to you  or afthernoon ..lol ,4
@rashmibansal Thank you  you can check out a few more of my similar ones here http://tony.nitw.googlepages.com/thewit-a-mintablet,4
still had tooth ache ,0
We had a visit from our lovely zone head today .... nice ,4
1 hour of work to go and then what to do? ,0
@KyleRhea I know the feeling! Only a few weeks of the season left ,0
God damn shaun is depressing ,4
Is bored and doesnt have anything to do ,0
is going to Mexico for lunch. First class baby ,4
Anita is finally on Twitteeeeeeeeeer ,4
@chaddyp that movie is so sad! ,0
apparently we have new neighbors upstairs that are making noise. ,0
@AaronShelby awe thank you so much  My day is great and you?,4
"is sitting at home. watching tv, going out with joann tonight. ",4
Finally slept! And ready to see some submissions into Barona's video contest - $12K up for grabs! Baronavideocontest.com ,4
@nicolerichie Yea I remember it ,4
"@kusasi I had it before, but not sure it is on this phone  I will check with you before then, we will go down for the weekend I think!",0
i miss my bcd friends ,0
@djberg must have been one heck of a cloud because it's falling here ,4
@Toriorioxenfree They didn't do a good job with mine either ,0
"@Kelly_N_Va by Jordan, I think he's got it!  ",4
Puffy eyes are awesome!  I don't even have a good story to go along with it ,0
"im lonely  keep me company! 22 female, new york",0
yer so does hgistory i have to a presetnation ,0
"@josesosa Ah, typical adolescent boy. It's ok, son. You'll see better days. ",4
First time to go negative in my bank account!!  i am not a happy camper!! what was i thinking!,0
@mwahmwah_teh Oh that's awful  I hate when you trust someone and they hurt you so much!! Grr!,0
going to go see her roommate in the play Talking With later today. Then to the baseball with a Jack Ingram concert afterwards ,4
@KristiRyczek gotcha! Well let's hang out when Steff is in town. Just not at red salt. ,4
@beanXcore i do have one ,4
"@shaneb Tried as hard as I could to stay away from BSG spoilers when I wasn't up to date, and yet it still happened. Still, I apologize. ",0
"@MarissaTree - ooohh i envy you, right there!!! ",0
"@weisslu Friends do, but then other times being home-alone with a bottle of wine or bubbly, good movie and the bathtub does well too ",4
awh damn! my puppy has ticks ,0
"@louizah i think his stories have always been predictable, dont u? I still love watchin em though. ",4
@Kiff76 we were in GAP outlet looking at all the really cute children's clothes!!! We did think of you and Izzy ,4
@tigerfork Good advice. I've known @tomspine for going on 15 years. ,4
...beautiful weather...LONg day ahead..so much to do so little time ,0
"@paulshadwell Of all the people Paul, I didn't expect you!. LOL You got me, now I've got to put out a public notice ",4
"skooool   i hope for some reason it is SOOO MUCH fun, and like the best.  hehe",0
sam threw the iphone into leftover tea. it complained about the &quot;accessory&quot; and switched to airplane mode. had to unplug the tea ,4
@ComicBookHeroes If all goes well will be there! ,4
@coffeeonline I really hope to visit someday.  Seems like a lovely place.  ,4
"@monster344, how great is that? ",4
"im lonely  keep me company! 22 female, Cleveland - Ohio",0
@ShawnORourke lol tru dat! thanks bro! ,4
@nicefaceMITCHIE girllllll you know ,4
"@Luiiziinhu heeey  , how are you?",4
@Natcatty Ohai! Welcome to twitter ,4
"@DunkinDonuts Dave, your delicious bacon egg and cheese croissant are doing nothing for my &quot;summer of abs&quot; initiative! Stop tempting ",4
i hate my mom!! i need to see Demi!! ,0
Logging out. I need to study.... ,0
"To be there for you, I'll b there just helping u out whenever I can Everybody's FREE x go hear me sing! I'm bloody good! X x ",4
is now scared of mirrors damnit ,0
"Wow... The Hit List is awesome. A little sad I bought Things before MacHeist. Oh well, my bundle was free this year ",4
"Need help: How do I find out which followers left, who is the most active tweeter, and other such interesting tidbits ",4
Yeah! Finally great weather in Ohio!!! For the moment ,0
@dustyedwards Of course! Have a good one! ,4
"NIce hotel room, but the restaurant is being remodeled so no room service late lunch for me ",0
Got a full day ahead of me. No time to tweet ,0
@Blondilucious LOL exactly!  Too funny you just took me back ,4
so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! ,4
Booored at work.. ,0
is going to Sonic in Ohio today ,4
"Even though I'm not allowed to, I'll eat as many ice creams as I want. Don't blame me. Blame Summer!  http://plurk.com/p/n1r2p",4
"@Peety I know you can  @Kambodscha Yes sir, I'm gonna run my own registrar one day.",4
@Robiscoool heeey!! ,0
best days of your life-kellie pickler i love the video with @taylorswift13 ,4
I hate Tuesdays ,0
Doing freaking tally sheets for my survey project  I wish I would have finished this in school and didn't have to do a bs chart,0
@lifechangingliv that is so not nice... Just remember that its your bed i'll be peeing in! enjoy sleeping in the chair... ,4
I hate being away from her... I cant sleep alone anymore ,0
"@nerdletta you always say the cutest things! This noodle blossom is blushing  And, how are you, my glitter pony?",4
I need slepp...zzz  was only working @ this sssh...paper eww. when can I sing again?best wishes,0
"@inSocialMedia lol... and to think a couple years ago I hadn't heard of either.. but now, they're essential! What's next? ",4
@Rosalie21 *Hugs* I was at the park on 2 metal bars and I slipped and hit my rib cage. ,0
"@Dannymcfly ive been to amsterdam before... its soo nice, have a great time!! good luck with the show  ly x",4
@Fortitia how's it cooking?  looking forward to having a taste later.,4
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,0
@jowyang Now that is funny..  Should make many people think..,4
Taking screenshots for new TweetDeck website...could someone tweet a twitpic link? thanks ,4
eyes are lookin' goooooood.    now if this day would just go by a little bit faster so I can get to J's...!!,4
Gonna take a nice hot shower! ,4
wanting to pull an all nighter but nothing 2 do! internet is only good for so long  omg i want pink sunglasses,0
i wanna get 93841934431984139418349134 dvd's... i hope there is a good dvd store here. im a dvdaholic... and an alcoholic ,0
its unbelievable - back in my childhood ,4
Morning all. Good to see all your avatars are back  felt a little 'twilightish' there for a bit  haha,4
Just Joined Twitter!! Sooo Confused!! ,0
@Lil_Maggie @Jasper_in_Forks Get him to sing the one he sung on our honeymoon ,4
"to @minette95 yes, mayb u'r right, but im 15 and like a 15 yr old girl i really wanna be inlove again, so i wanna find him right now! ",0
TIme to head off and start another day of work.. hope ya'll have a good one.. catch you when I return ,4
is thanking God for this week!..year almost over!! ,4
Watching Vicky Cristina Barcelona ,4
@PinkBerryGirl woot!!!  ,4
"Haha, we just got an e-mail from someone who had their name listed as &quot;LONG PANTS!&quot;  We have the best listeners ",4
Beth just brought Melody into work. I wish I could Baby Bjorn her to me all day. ,0
@bakersdog I just LOVE peanut butter. Do you make tiny biscuits for tiny delicate creatures like me? Mom says I'm tuffer than I look ,4
Just thought... the new WOW Squeeze System is a bit like a fruit machine. You pop in a prospect and the cash pops into your pocket  Cool!,4
@coreyownsme: I'll be doing homework most of the day so I feel your pain. And andrew won't be here all day since he is working ,0
is off to work. but he's already falling asleep! ,0
@LoveMariaElena Goodnight! get a great Night's rest! ,4
@lazygiraffe It's pretty basic and it's not my thing but then bears are somewhat medium core when it comes to sewing machine tasks ,4
@berimbauone @LaBarceloneta  Yes! They're perfect in everyway. i think I'm in love! ,4
@justG Great to hear G! Very glad your Uncle's doing alright ,4
Working out discounts to make Easter just that bit more fun ,4
@whatswhat_sian No i dont think so  his very agressive to other male dogs !,0
had a great time with Sarah going to Moe's in Ormond Beach!!  I wish I could have spent more time with her but finals are almost here ,0
Watched Smallville 8x18 last nite http://twurl.nl/iyar6d ep could've been so much more but yet again the decisions made fail to impress ,0
Quiet on road and train trouble good ,4
@LaurelHarper YES!Thx 2 Homeschoolers all around the world who voted 4 her.Last prize just received.Now I get to rebuild the sewing room ,4
me too tom .. i love it...lol sorry that clare saw no chicks ,0
@asiftherock Dog was hired by advertisers. Marketers have deep reserves of cheap tricks ,4
@stephenfry Welcome home! ,4
@XedLos truth be told... Ross ,4
"@voituk well, learn Python, it's not bad ",4
@YaoiMeowmaster lol awww she's cute. But cats give me allergies ,0
america was awesome  just been to molly's been on gutair hero(Y) and went in her hottub. was the tits ;),4
@dastevens I'm so sorry  I hope you feel better soon!,0
@camillejaiden I saw that ,4
"@MadNinjaCurl hey neighbor, neither can I ",0
"@notytony Footage, yes. Slip of the pun, I think. ",4
Getting ready 4 work ,0
Why do we have to gv xams! isn't knowing just enough!..........generations of oppressed students must have felt the same way as I do... ,0
@cjoneill hurrah! @gutters gave the coffee a miss today ... he was regreting that decisioin by mid-morning - no sleep for new dads ,0
@DonnieWahlberg i'm lonely i already missed you ,0
@bostongarden I miss bentley ,0
@Bestro_Karketti Thanks hun! It sucks..I'm looking outside wishing I was not here ,0
@espressoDOM *whistle*  I think your session will be more fun than mine.  ,4
is in Prosser havin lunch since I screwed up and the ride is tomorrow...  Oops!  So we're just ridin for fun today ,4
Happy it's the WEEKEND!!!!  Anybody out there have any special weekend plans?? ,4
@JohnFletcher LOL no me and my cousins love it  we try to go there at least once every year and my grandparents are maybe gonna buy....,4
jealous that megan's met sherrie hewson!! wow ,4
"truth be told, im a gossiping, dont give a shit''ing'', myspace lurking, big boobed, slut.. ",4
#mw2 and slugger u gotta keep us informed haha and i am saying this on behalf of all wen i say WE CAN'T WAIT FOR IT TO COME OUT!!!!  ,4
@whitty316  Thank you so much  I am really glad you enjoyed it,4
" I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead",0
@showbiz_cousin ,4
i fell of the tredmill today in sport ,4
Ellen Degeneress twitters! I was watch Leno last night and that's all they talked about. ,4
@couponldyonline you're lucky- my husband makes the washing machine explode just by looking at it.  ,4
"@TtimewithTy ok band name, really bad club name ",0
@BW101 i had baked salmon with grated potato and mustard  twas rather tasty,4
Its so niiiice outside! Perfect day for a picnic! ,4
@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then ,4
"looking forward to seeing the #blockparty entries tonight, in the meantime halo wars, coding, laundry, and cat entertaining ",4
@antonio_gascon it was super delicious. Rachel was super nice and helped us pay for the rest. and im super scared ,0
@LucasCruikshank heyyyyy its fred  i love ur fred videos &amp; i keep thinking all your tweets are in th fred voice and i crack up lol ily,4
back home from a longgg day! today = party time!  too bad i'm missing someone that's pretty darn special  &lt;3,4
I'm going crazy at work. I want a new job.. ,0
"CANUCKS 2-0 SERIES, THE &quot;BLUES&quot; ARE FEELING THE BLUE  HAHAHAHA!!!!",0
making some lunch ,4
4 yo's ears hurt so bad she's crying.   Waiting for dr's office to open so I can get her an appt.  At least no snow on the ground here.,0
"@lucyrider Haha, our windows are barred. I'm a prisoner 9-5! I wish I was joking  Such a beautiful day too!",0
@imsoapee I'm trying.. but my 4hr blockles date turned into a real one tomorrow  now I can go to sleep.,4
BRITNEY is DEFINITELY a 'put on a show' kinda girl!!  B L A S T!!,4
"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram ",4
"@TonyWade @iantalbot I'm a size 5, but I have to wear orthotics in my footwear if I'm attempting to walk so I can get away with a 6 ",4
"Not much achieved, time to rethink plans for day  Neck pain not helping matters.",0
Woo hoo  she did it! Congratulations to @ClaudiaBliss ,4
I had a happy day ,4
Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. ,0
@tweetie well that's impressive. Both spot 25 AND spot 26   http://twitpic.com/2yabd,4
its obvious ,0
!hailer nonworking cmd has been post in crew.. all that cmd did not give any respond.. ,4
"@m_neko @JAKAZiD I envy you too, neither my phone nor my Nabaztag managed to wake me up before 1pm today. ",0
@acroamatic Where did everyone go? ,4
is on the verge of somthing great......just not sure what it is . ,0
"i am headed to bed... finally... these books are sooo addicting, like stride gum... lol   it's only 2:15am lol i might get 6hrs  lol",4
"@frog_blurb Absolutely - sometimes a lot longer too. But I'm playing maybe 5 instruments, then 4 or 5 backing vox - it takes time ",4
"@kimloves and I like your hair.  It's very big, but not at the same time.  Now get back in my pokeball!",4
I just ordered an iMac!!! A refurbished 2008 model. ,4
ouch following the #ASOT400 in TweetDeck exceeded my Tweet limit! ,0
"I GOT MY BOX!!!!!!!!!!!!!   i'll pick it up tomorrow, priscilla! @gilmoregirlc",4
@CityMommySLC I *heart* the boob tube ,4
@Sethhs23 @purplefangs awe game's team ,4
"@mrpinkerton I think that you tweeted? I'm not sure about twitted, or twatted... haha that sounds like a personal problem ",4
@brookieballet no prob  and yeah..got my wisdom teeth out yesterday but i'm feeling pretty good today ,4
@_jynx  it's the best woman studies class... all our &quot;textbooks&quot; were novels.  and out final project/final can be  a creative project.,4
@palister Think of the money...and the free popcorn you're gonna score later ,4
"lump on my wrist kind of freaked me out yesterday   - definitely a cyst, but today learned it's basically harmless",0
"@dottedwithearts hehe, bless you ",4
@carli_chick how are you today madame beautiful? ,4
BACK IN JERSEY!!!!! BACK IN DA OFFICE....BACK 2 WORK....  lol,0
@dsloly Bought them lots of Easter eggs  Chocolate = seratonin = happy,4
Yawwwwwwning @ the Office!....... ,0
sweet thing in my head ,4
"@pjgariel Yeah, still chilly here too but s'posed to return to normal temps this week.  Gonna spend some time with the girls this week! ",4
@jellystar nice! Glad u diggin' ,4
@mileycyrus Good Morning  I hope you feel better!,4
Tapas at Trevelez !! Will post photo via wifi later. Warm and sunny legs not too tired surprisingly ,4
Bring on the bank hol weekend ,4
#asot400 no daniel kandi tonight...  he did not make it,0
looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! B-),4
still keep crocheting n thinking if i should watch #fringe as well  #crochet,4
@mlblogs What is the most runs in a baseball game? Yanks might get there ,0
@ucllc Excellent! I was hoping it was Ai.  That's MY school!,4
@paigeiam I had to resist Jack in the Box this morning - ,4
"ok so the twilight book is pretty addicting, chapter 6, now its time for some sleep.. Good Night Tweeps ",4
trying to follow my new followers but twitter is not letting me  boo hiss,0
@mrjoe sorry to hear about the bike ,0
"@leslie_nassar Hey, I didn't say I would eat them  aren't they like an inside-out pizza? Will my local Coles stock them? Important Q's.",4
"Is desperate for some work, getting slightly bored now ",0
2nd and 3rd  http://twitpic.com/2y8lk,4
late night is all re-runs  http://ff.im/1Y02L,0
im just a little bit bored down here in warrnambool  only so many animal docos you can handle,0
@KimEllis Oh Kim - trust is my main issue! Would love to hire someone but folk just want ya goodies! ,0
@xxbiancaa oh whats happened?  message me on myspace. i need to tell you something. x,0
@barbarag update:  a/c isn't fixed.  dress accordingly.  ,0
can't upload a photo ,0
I need some hangover remedies. Currently feeling a mess ,0
@langforde you really need to get out more ,4
@derherr: thanks for the heads-up. Will follow and judge. ,4
"o, what am I doing? Went for an EEG, went to a Wedding, and danced the evening away in uncomfortable shoes. ( - cos you needed to know ",4
"@ixombie yes, really.  handbaskets are as perfectly legal means of transportation.",4
@kayotae Just had a martini myself. ,4
"@soillodge yes, it will be. it's only Monday ",0
bought a dress... but might not work cuz it's too long...  damn my asian short genes...,0
"@CalEvans you have to install the driver BEFORE you connect the -whatever-you-bought- to your computer, otherwise you're screwed ",4
@dagfinnr  any reason in particular?,4
Hoping my puppy gets better!!! She had to go to the doggie ER last night ,0
Watching TV till bed then work whoo hoo! ,0
"Green IT. It can be affordable, it can be efficient.. Let me tell you how we can help you become 'greener'. Green IT is the future.. ",4
at kuningan. its so bored waiting for my grandma buy some flat. Sigh. I wanna go home ,0
"@elevenution yeah me too, i was supposed to clean my room and never did that ",0
@adaimespechip sounds like a plan ,4
"is trying to look to the big picture, but boy its hard to some days ",0
I am not looking forward to tomorrow....wayyyy too much to do. ,0
@IronChefShellie: LOL! Very good point ,4
got highly bored today scanning 24 pages for daddy. Had to do it! ,0
@mamamammy And another one joins the dark side.  We have cookies or at least we will when someone gets around to baking them ,4
is having another crappy day ,0
"@BrooklynBoyz Free pizza for your bday??? That would be sweet, but you guys are closed on my birthday (on monday) ",0
Sounds good. ,4
"@nikkiwoods aww    all 4 of us? whoa. we need 2 do a nikki recruit drive-top shelf only, selfish 1's need not apply! ",0
yAAAYY! it worked!  I know how to do more things now!,4
@jolilore Thank you ,4
"is sofaking DUMB, she can't figure out how to make a picture small enough to post on here ",0
I'm dyingggg. My kid has a taser inside of my uterus or something!! Ouchie.  I now understand what most mommas call &quot;Lightening Crotch&quot;...,0
"@g33kgurrl aaw, aren't they great? We have two silly cats and our little pooch, Daphne, who is smaller than both cats. The cats are huge ",0
17 again was soo great and awesome!  now its time for homework....,4
OWWW I JUST KNEEED MYSELF IN THE BOOB  - CRYS,0
"@justinzero Happy Birthday, hombre! I celebrated mine with some ATHF ",4
@DeidreKnight I never thought this type of story could be written because of the subject matter. @smartbitches recommended it. ,4
@burjz UGH I DIDN'T MEAN TO SIGN OFF and then when I got back you were gone ,0
doh. wishing i had a kitty cat to play with and pet and love. ,0
Someone somewhere didn't like Sheepish http://www.smartestgames.com/gotdhistory.php?id=141 ,0
@nikki_knebs Congrats. Hopefully we will be seeing you in the fall. ,4
That game sounds like fun!  ,4
@sarahatwood you're welcome for K-ROD!   #openingday,4
I don't know how I am getting back to Miami.  It's like no one cares...,0
@Tracy_R cilla fell off the stage dancing to aitken drum in the last show ,0
Awww my Whitestrips are not staying on ,0
@tiffany_paige http://twitpic.com/3iu8l - I WISH I WAS TOO! ,4
@demib hopefully they are just followers rather than stalkers ,4
@pinkcat Morning ,4
@LuvTisdalexx You mean 12 ,4
Watching snow fall in Winchester in April!  ,0
Itll be a good fish fillet lunch ,4
@ChubbyGayMan what message ,0
10 hours sleep. mmmmmm  town and hair dressers today!!,4
"@MAbanto haha, i hope youre joking and know by now that 'if u seek amy' sounds like 'fuck me' ",4
they threw away my water bottle  annoying on more than one level.,0
@shafunnyxl i thought u luvd me homie ,0
I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,0
"Out in 'Edge' country  Great photoshoot with Janet &amp; family. Beautiful country, people &amp; dogs!",4
i want to be trendy ,0
Eyes are so droopy but alarm clock has completely woken me up. ,0
@WeezyOfficial That youtube didn't work but nice pic ,4
@tammys hey whatever as long as they keep winning  #Rangers,4
Watching TV. Viking soln not yet for me ,0
"@meeksies oh wow, i dont go on poupee anymore  but the mag is called Sweet!?",0
"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? ",4
how pathetic am I? Listening to &quot;Wouldnt It Be Nice&quot; by The Beach Boys and crying. I hate my life today ,0
"@szinck Get a new theme for it, or use the 'Groundwork' that's built on top of it -- prettier.  But easier, nah!",4
"@susan_adrian Well, I have this handy pallet jack, *cranks* When I say move. RUN LIKE HELL ",4
"@jamiebentley   birds nest works for me - that's enough of a picture!  Btw, you're sporting a nice, short cut!",4
"Why is it that I have 46 followers, none of whom acknowledge me? ",0
mii m0ni I have huge headache!!! ,0
I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! ,4
@Idaho_Airships doh!  #followfriday,4
"@henriliriani Crap, I've got no clue why I mixed you two up  It's been a long day.",4
@woahryan cry about it. Baby. ,4
At Au. Reminds me of steph. I really really miss her ,0
@tweetchild  Clean Me!,0
"@rachelkvincent Oh No! I would so not know how to function without it. I would send you a cup from California, but it would get cold ",0
"@bird_e seen your cuz last night in traf, he was with my brother... he misses u ",0
@Jajawilk ya? well jump on a plane and go! i just cant w8 for the weather. ill be lonely til august! boo ,0
@pkrumpz @BobBlahBlawg I had a dream about Twilight. Dream Fail. ,0
@NeonicBandit I got pudgy ,0
"Heading to Burbank, CA - first class upgrade for the first leg of the trip ",4
